AOI,RCA,StreamOrder,Model,Period,gsdd,mean_ann,min_ann,max_ann,mean_apr,mean_may,mean_jun,mean_jul,mean_aug,mean_sep,mean_oct
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4287,5,ccsm,1,1038.01,4.63,0.0,15.15,0.12,3.33,8.51,10.03,6.58,3.7,0.93
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4287,5,ccsm,2,1171.4,5.23,0.0,15.79,0.15,4.07,9.86,11.01,7.41,4.13,1.04
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4287,5,gfdl,0,939.94,4.29,0.0,11.53,0.15,3.18,7.62,9.43,6.53,3.37,0.81
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4287,5,gfdl,1,1031.17,4.6,0.0,11.05,0.16,3.8,8.44,9.68,6.56,3.74,0.82
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4287,5,gfdl,2,1147.23,5.12,0.0,13.24,0.24,5.02,9.06,10.6,6.93,3.96,1.08
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4304,5,ccsm,0,844.55,3.81,0.0,10.79,0.02,2.39,6.8,8.77,5.99,2.89,0.49
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4304,5,ccsm,1,924.44,4.13,0.0,14.34,0.0,2.56,7.71,9.38,6.05,3.21,0.61
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4304,5,ccsm,2,1057.28,4.72,0.0,14.96,0.02,3.31,9.01,10.38,6.91,3.62,0.7
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4304,5,gfdl,0,844.55,3.81,0.0,10.79,0.02,2.39,6.8,8.77,5.99,2.89,0.49
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4304,5,gfdl,1,921.15,4.11,0.0,10.29,0.04,3.05,7.67,9.04,6.04,3.25,0.52
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4304,5,gfdl,2,1034.87,4.62,0.0,12.55,0.08,4.29,8.27,9.94,6.43,3.47,0.74
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4422,4,ccsm,0,805.37,3.69,0.0,10.57,0.02,2.14,6.57,8.57,5.85,2.7,0.42
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4422,4,ccsm,1,889.76,3.97,0.0,14.21,0.0,2.33,7.46,9.18,5.88,3.02,0.53
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4422,4,ccsm,2,1024.08,4.57,0.0,14.84,0.0,3.09,8.78,10.18,6.77,3.42,0.62
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4422,4,gfdl,0,805.37,3.69,0.0,10.57,0.02,2.14,6.57,8.57,5.85,2.7,0.42
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4422,4,gfdl,1,884.83,3.95,0.0,9.95,0.02,2.83,7.44,8.77,5.87,3.07,0.43
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4422,4,gfdl,2,1000.9,4.47,0.0,12.21,0.04,4.1,8.07,9.71,6.25,3.29,0.64
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4488,4,ccsm,0,637.4,2.87,0.0,9.2,0.0,1.12,5.22,7.49,4.93,1.83,0.09
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4488,4,ccsm,1,718.38,3.21,0.0,13.12,0.0,1.29,6.17,8.1,5.0,2.15,0.15
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4488,4,ccsm,2,847.05,3.78,0.0,13.7,0.0,1.91,7.43,9.12,5.89,2.55,0.2
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4488,4,gfdl,0,637.4,2.87,0.0,9.2,0.0,1.12,5.22,7.49,4.93,1.83,0.09
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4488,4,gfdl,1,710.89,3.17,0.0,8.69,0.0,1.7,6.06,7.7,5.0,2.2,0.09
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4488,4,gfdl,2,820.55,3.66,0.0,10.89,0.0,2.85,6.71,8.64,5.4,2.44,0.22
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4620,4,ccsm,0,746.51,3.54,0.0,10.34,0.03,1.98,6.41,8.48,5.63,2.55,0.33
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4620,4,ccsm,1,863.37,3.85,0.0,14.56,0.0,2.06,7.4,9.04,5.69,2.85,0.45
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4620,4,ccsm,2,994.09,4.44,0.0,15.04,0.0,2.75,8.66,10.12,6.58,3.24,0.52
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4620,4,gfdl,0,746.51,3.54,0.0,10.34,0.03,1.98,6.41,8.48,5.63,2.55,0.33
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4620,4,gfdl,1,854.17,3.81,0.0,9.8,0.02,2.55,7.26,8.64,5.69,2.89,0.37
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4620,4,gfdl,2,971.97,4.34,0.0,12.06,0.03,3.82,7.92,9.6,6.09,3.14,0.57
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4630,4,ccsm,0,656.02,2.98,0.0,9.29,0.01,1.22,5.39,7.6,5.02,1.93,0.12
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4630,4,ccsm,1,739.43,3.3,0.0,13.46,0.0,1.35,6.4,8.21,5.08,2.27,0.19
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4630,4,ccsm,2,863.75,3.86,0.0,13.91,0.0,1.98,7.57,9.25,5.95,2.67,0.24
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4630,4,gfdl,0,656.02,2.98,0.0,9.29,0.01,1.22,5.39,7.6,5.02,1.93,0.12
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4630,4,gfdl,1,732.18,3.27,0.0,8.77,0.0,1.81,6.29,7.84,5.08,2.31,0.14
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4630,4,gfdl,2,844.09,3.77,0.0,11.06,0.0,3.02,6.93,8.77,5.47,2.55,0.28
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4714,4,ccsm,0,726.01,3.35,0.0,9.93,0.02,1.69,6.01,8.11,5.44,2.38,0.22
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4714,4,ccsm,1,818.84,3.66,0.0,14.03,0.0,1.79,7.0,8.75,5.52,2.65,0.34
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4714,4,ccsm,2,948.48,4.23,0.0,14.58,0.0,2.49,8.23,9.82,6.41,3.06,0.4
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4714,4,gfdl,0,726.01,3.35,0.0,9.93,0.02,1.69,6.01,8.11,5.44,2.38,0.22
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4714,4,gfdl,1,813.16,3.63,0.0,9.44,0.0,2.34,6.89,8.36,5.51,2.71,0.28
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4714,4,gfdl,2,923.69,4.12,0.0,11.77,0.02,3.56,7.47,9.27,5.89,2.95,0.44
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4743,4,ccsm,0,665.06,3.03,0.0,9.39,0.0,1.32,5.49,7.68,5.11,2.03,0.13
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4743,4,ccsm,1,752.72,3.36,0.0,13.48,0.0,1.44,6.45,8.32,5.19,2.33,0.21
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4743,4,ccsm,2,880.22,3.93,0.0,14.0,0.0,2.08,7.65,9.38,6.08,2.74,0.26
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4743,4,gfdl,0,665.06,3.03,0.0,9.39,0.0,1.32,5.49,7.68,5.11,2.03,0.13
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4743,4,gfdl,1,747.78,3.34,0.0,8.92,0.0,1.92,6.37,7.93,5.18,2.4,0.16
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4743,4,gfdl,2,853.91,3.81,0.0,11.21,0.0,3.07,6.94,8.84,5.55,2.64,0.3
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4770,4,ccsm,0,670.69,3.06,0.0,9.37,0.0,1.33,5.51,7.68,5.12,2.06,0.13
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4770,4,ccsm,1,755.02,3.37,0.0,13.45,0.0,1.44,6.47,8.34,5.21,2.34,0.22
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4770,4,ccsm,2,883.16,3.94,0.0,14.03,0.0,2.1,7.68,9.42,6.09,2.75,0.26
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4770,4,gfdl,0,670.69,3.06,0.0,9.37,0.0,1.33,5.51,7.68,5.12,2.06,0.13
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4770,4,gfdl,1,750.73,3.35,0.0,8.96,0.0,1.95,6.4,7.96,5.17,2.41,0.17
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4770,4,gfdl,2,856.51,3.82,0.0,11.2,0.0,3.1,6.96,8.87,5.54,2.65,0.31
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4823,4,ccsm,0,713.74,3.28,0.0,9.76,0.01,1.6,5.89,7.99,5.36,2.34,0.2
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4823,4,ccsm,1,802.04,3.58,0.0,13.81,0.0,1.71,6.84,8.64,5.45,2.57,0.31
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4823,4,ccsm,2,930.97,4.16,0.0,14.4,0.0,2.39,8.06,9.73,6.32,2.98,0.36
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4823,4,gfdl,0,713.74,3.28,0.0,9.76,0.01,1.6,5.89,7.99,5.36,2.34,0.2
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4823,4,gfdl,1,797.84,3.56,0.0,9.35,0.0,2.24,6.78,8.27,5.4,2.64,0.26
Boulder Creek-North Fork Chena River (HUC12: 190803060403),4823,4,gfdl,2,905.75,4.04,0.0,11.58,0.01,3.42,7.34,9.17,5.78,2.88,0.42
Buster Creek-Chatanika River (HUC12: 190803090507),4909,5,ccsm,0,936.94,4.26,0.0,11.83,0.12,3.06,7.67,9.52,6.44,3.23,0.78
Buster Creek-Chatanika River (HUC12: 190803090507),4909,5,ccsm,1,1030.12,4.6,0.0,15.46,0.07,3.21,8.66,10.06,6.42,3.57,0.87
Buster Creek-Chatanika River (HUC12: 190803090507),4909,5,ccsm,2,1165.56,5.2,0.0,16.14,0.1,3.99,9.88,11.22,7.29,3.98,0.99
Buster Creek-Chatanika River (HUC12: 190803090507),4909,5,gfdl,0,936.94,4.26,0.0,11.83,0.12,3.06,7.67,9.52,6.44,3.23,0.78
Buster Creek-Chatanika River (HUC12: 190803090507),4909,5,gfdl,1,1029.18,4.59,0.0,11.17,0.1,3.65,8.65,9.81,6.44,3.64,0.81
Buster Creek-Chatanika River (HUC12: 190803090507),4909,5,gfdl,2,1147.21,5.12,0.0,13.76,0.17,4.81,9.32,10.77,6.84,3.87,1.07
Buster Creek-Chatanika River (HUC12: 190803090507),4916,5,ccsm,0,905.95,4.18,0.0,11.56,0.1,2.94,7.46,9.34,6.35,3.16,0.74
Buster Creek-Chatanika River (HUC12: 190803090507),4916,5,ccsm,1,1004.76,4.49,0.0,14.98,0.05,3.07,8.4,9.86,6.35,3.5,0.83
Buster Creek-Chatanika River (HUC12: 190803090507),4916,5,ccsm,2,1137.36,5.08,0.0,15.72,0.08,3.82,9.59,11.0,7.2,3.9,0.94
Buster Creek-Chatanika River (HUC12: 190803090507),4916,5,gfdl,0,905.95,4.18,0.0,11.56,0.1,2.94,7.46,9.34,6.35,3.16,0.74
Buster Creek-Chatanika River (HUC12: 190803090507),4916,5,gfdl,1,1006.94,4.5,0.0,10.85,0.09,3.52,8.42,9.64,6.38,3.56,0.76
Buster Creek-Chatanika River (HUC12: 190803090507),4916,5,gfdl,2,1119.92,5.0,0.0,13.47,0.16,4.65,9.06,10.56,6.75,3.78,1.02
Buster Creek-Chatanika River (HUC12: 190803090507),4931,5,ccsm,0,891.04,4.05,0.0,11.4,0.07,2.76,7.31,9.22,6.21,3.04,0.63
Buster Creek-Chatanika River (HUC12: 190803090507),4931,5,ccsm,1,981.35,4.38,0.0,15.04,0.02,2.9,8.25,9.75,6.24,3.38,0.75
Buster Creek-Chatanika River (HUC12: 190803090507),4931,5,ccsm,2,1114.79,4.98,0.0,15.74,0.04,3.67,9.45,10.89,7.1,3.78,0.86
Buster Creek-Chatanika River (HUC12: 190803090507),4931,5,gfdl,0,891.04,4.05,0.0,11.4,0.07,2.76,7.31,9.22,6.21,3.04,0.63
Buster Creek-Chatanika River (HUC12: 190803090507),4931,5,gfdl,1,982.22,4.38,0.0,10.83,0.05,3.35,8.27,9.51,6.29,3.43,0.67
Buster Creek-Chatanika River (HUC12: 190803090507),4931,5,gfdl,2,1095.02,4.89,0.0,13.39,0.11,4.48,8.9,10.44,6.64,3.66,0.93
Buster Creek-Chatanika River (HUC12: 190803090507),4942,5,ccsm,0,893.54,4.05,0.0,11.4,0.08,2.76,7.29,9.21,6.19,3.04,0.65
Buster Creek-Chatanika River (HUC12: 190803090507),4942,5,ccsm,1,980.48,4.38,0.0,15.02,0.02,2.89,8.23,9.76,6.24,3.37,0.75
Buster Creek-Chatanika River (HUC12: 190803090507),4942,5,ccsm,2,1112.28,4.97,0.0,15.79,0.04,3.64,9.43,10.89,7.09,3.77,0.86
Buster Creek-Chatanika River (HUC12: 190803090507),4942,5,gfdl,0,893.54,4.05,0.0,11.4,0.08,2.76,7.29,9.21,6.19,3.04,0.65
Buster Creek-Chatanika River (HUC12: 190803090507),4942,5,gfdl,1,981.06,4.38,0.0,10.91,0.05,3.35,8.25,9.49,6.3,3.42,0.67
Buster Creek-Chatanika River (HUC12: 190803090507),4942,5,gfdl,2,1093.08,4.88,0.0,13.36,0.12,4.47,8.88,10.42,6.63,3.64,0.93
Buster Creek-Chatanika River (HUC12: 190803090507),4950,5,ccsm,0,965.07,4.65,0.0,12.14,0.3,3.45,8.02,9.84,6.72,3.51,1.11
Buster Creek-Chatanika River (HUC12: 190803090507),4950,5,ccsm,1,1086.02,4.85,0.0,15.66,0.22,3.59,8.92,10.36,6.69,3.81,1.09
Buster Creek-Chatanika River (HUC12: 190803090507),4950,5,ccsm,2,1216.85,5.43,0.0,16.51,0.23,4.33,10.14,11.47,7.53,4.22,1.22
Buster Creek-Chatanika River (HUC12: 190803090507),4950,5,gfdl,0,965.07,4.65,0.0,12.14,0.3,3.45,8.02,9.84,6.72,3.51,1.11
Buster Creek-Chatanika River (HUC12: 190803090507),4950,5,gfdl,1,1087.51,4.85,0.0,11.66,0.26,4.06,8.99,10.08,6.74,3.86,1.02
Buster Creek-Chatanika River (HUC12: 190803090507),4950,5,gfdl,2,1199.24,5.35,0.0,14.04,0.33,5.17,9.62,11.0,7.07,4.07,1.3
Buster Creek-Chatanika River (HUC12: 190803090507),4953,5,ccsm,0,856.19,3.9,0.0,11.06,0.04,2.52,7.02,9.0,6.02,2.88,0.54
Buster Creek-Chatanika River (HUC12: 190803090507),4953,5,ccsm,1,940.38,4.2,0.0,14.59,0.01,2.62,7.9,9.53,6.07,3.2,0.65
Buster Creek-Chatanika River (HUC12: 190803090507),4953,5,ccsm,2,1072.05,4.79,0.0,15.5,0.02,3.34,9.12,10.66,6.9,3.61,0.75
Buster Creek-Chatanika River (HUC12: 190803090507),4953,5,gfdl,0,856.19,3.9,0.0,11.06,0.04,2.52,7.02,9.0,6.02,2.88,0.54
Buster Creek-Chatanika River (HUC12: 190803090507),4953,5,gfdl,1,944.34,4.22,0.0,10.58,0.04,3.11,7.99,9.24,6.11,3.25,0.58
Buster Creek-Chatanika River (HUC12: 190803090507),4953,5,gfdl,2,1053.37,4.7,0.0,12.93,0.09,4.21,8.62,10.16,6.43,3.47,0.83
Buster Creek-Chatanika River (HUC12: 190803090507),4999,5,ccsm,0,869.76,3.95,0.0,11.0,0.05,2.61,7.08,9.05,6.08,2.94,0.57
Buster Creek-Chatanika River (HUC12: 190803090507),4999,5,ccsm,1,953.24,4.26,0.0,14.82,0.01,2.73,7.97,9.6,6.12,3.27,0.68
Buster Creek-Chatanika River (HUC12: 190803090507),4999,5,ccsm,2,1087.59,4.86,0.0,15.58,0.03,3.47,9.24,10.77,6.96,3.68,0.78
Buster Creek-Chatanika River (HUC12: 190803090507),4999,5,gfdl,0,869.76,3.95,0.0,11.0,0.05,2.61,7.08,9.05,6.08,2.94,0.57
Buster Creek-Chatanika River (HUC12: 190803090507),4999,5,gfdl,1,954.91,4.26,0.0,10.62,0.05,3.21,8.06,9.3,6.14,3.31,0.61
Buster Creek-Chatanika River (HUC12: 190803090507),4999,5,gfdl,2,1066.3,4.76,0.0,12.88,0.1,4.31,8.69,10.22,6.48,3.54,0.86
Buster Creek-Chatanika River (HUC12: 190803090507),5040,5,ccsm,0,688.68,3.14,0.0,9.54,0.0,1.42,5.67,7.87,5.22,2.1,0.16
Buster Creek-Chatanika River (HUC12: 190803090507),5040,5,ccsm,1,765.53,3.42,0.0,13.16,0.0,1.53,6.55,8.4,5.23,2.4,0.25
Buster Creek-Chatanika River (HUC12: 190803090507),5040,5,ccsm,2,892.89,3.99,0.0,14.02,0.0,2.2,7.71,9.55,6.04,2.81,0.3
Buster Creek-Chatanika River (HUC12: 190803090507),5040,5,gfdl,0,688.68,3.14,0.0,9.54,0.0,1.42,5.67,7.87,5.22,2.1,0.16
Buster Creek-Chatanika River (HUC12: 190803090507),5040,5,gfdl,1,767.79,3.43,0.0,9.12,0.0,2.0,6.6,8.1,5.28,2.43,0.2
Buster Creek-Chatanika River (HUC12: 190803090507),5040,5,gfdl,2,869.7,3.88,0.0,11.37,0.0,3.04,7.21,8.99,5.61,2.65,0.34
Buster Creek-Chatanika River (HUC12: 190803090507),5045,5,ccsm,0,872.4,3.97,0.0,10.95,0.07,2.63,7.09,9.02,6.11,2.99,0.62
Buster Creek-Chatanika River (HUC12: 190803090507),5045,5,ccsm,1,952.37,4.25,0.0,14.59,0.01,2.75,7.95,9.51,6.11,3.28,0.72
Buster Creek-Chatanika River (HUC12: 190803090507),5045,5,ccsm,2,1079.0,4.82,0.0,15.36,0.03,3.46,9.07,10.64,6.92,3.69,0.84
Buster Creek-Chatanika River (HUC12: 190803090507),5045,5,gfdl,0,872.4,3.97,0.0,10.95,0.07,2.63,7.09,9.02,6.11,2.99,0.62
Buster Creek-Chatanika River (HUC12: 190803090507),5045,5,gfdl,1,955.86,4.27,0.0,10.46,0.06,3.26,7.99,9.27,6.16,3.32,0.65
Buster Creek-Chatanika River (HUC12: 190803090507),5045,5,gfdl,2,1065.09,4.75,0.0,12.79,0.12,4.39,8.59,10.15,6.48,3.55,0.89
Buster Creek-Chatanika River (HUC12: 190803090507),5048,5,ccsm,0,828.32,3.77,0.0,10.69,0.03,2.31,6.81,8.79,5.92,2.77,0.47
Buster Creek-Chatanika River (HUC12: 190803090507),5048,5,ccsm,1,908.31,4.05,0.0,14.24,0.0,2.42,7.69,9.26,5.92,3.08,0.58
Buster Creek-Chatanika River (HUC12: 190803090507),5048,5,ccsm,2,1038.54,4.64,0.0,15.04,0.01,3.14,8.85,10.43,6.73,3.49,0.67
Buster Creek-Chatanika River (HUC12: 190803090507),5048,5,gfdl,0,828.32,3.77,0.0,10.69,0.03,2.31,6.81,8.79,5.92,2.77,0.47
Buster Creek-Chatanika River (HUC12: 190803090507),5048,5,gfdl,1,912.4,4.07,0.0,10.25,0.04,2.94,7.7,9.05,5.95,3.12,0.52
Buster Creek-Chatanika River (HUC12: 190803090507),5048,5,gfdl,2,1019.26,4.55,0.0,12.57,0.06,4.06,8.26,9.94,6.29,3.35,0.72
Buster Creek-Chatanika River (HUC12: 190803090507),5053,5,ccsm,0,786.84,3.66,0.0,10.55,0.02,2.16,6.66,8.66,5.84,2.68,0.42
Buster Creek-Chatanika River (HUC12: 190803090507),5053,5,ccsm,1,887.74,3.96,0.0,14.13,0.0,2.29,7.55,9.12,5.81,2.98,0.53
Buster Creek-Chatanika River (HUC12: 190803090507),5053,5,ccsm,2,1017.92,4.54,0.0,14.93,0.01,3.0,8.73,10.28,6.64,3.4,0.62
Buster Creek-Chatanika River (HUC12: 190803090507),5053,5,gfdl,0,786.84,3.66,0.0,10.55,0.02,2.16,6.66,8.66,5.84,2.68,0.42
Buster Creek-Chatanika River (HUC12: 190803090507),5053,5,gfdl,1,890.44,3.98,0.0,10.08,0.03,2.78,7.54,8.9,5.85,3.04,0.47
Buster Creek-Chatanika River (HUC12: 190803090507),5053,5,gfdl,2,996.8,4.45,0.0,12.4,0.05,3.92,8.09,9.8,6.18,3.27,0.66
Buster Creek-Chatanika River (HUC12: 190803090507),5065,5,ccsm,0,862.54,4.06,0.0,11.2,0.1,2.81,7.31,9.17,6.21,3.13,0.68
Buster Creek-Chatanika River (HUC12: 190803090507),5065,5,ccsm,1,981.45,4.38,0.0,14.8,0.04,2.94,8.22,9.65,6.22,3.41,0.8
Buster Creek-Chatanika River (HUC12: 190803090507),5065,5,ccsm,2,1109.25,4.95,0.0,15.57,0.07,3.65,9.36,10.78,7.05,3.82,0.91
Buster Creek-Chatanika River (HUC12: 190803090507),5065,5,gfdl,0,862.54,4.06,0.0,11.2,0.1,2.81,7.31,9.17,6.21,3.13,0.68
Buster Creek-Chatanika River (HUC12: 190803090507),5065,5,gfdl,1,983.98,4.39,0.0,10.72,0.09,3.44,8.2,9.41,6.27,3.47,0.74
Buster Creek-Chatanika River (HUC12: 190803090507),5065,5,gfdl,2,1093.33,4.88,0.0,13.03,0.16,4.6,8.76,10.32,6.59,3.69,0.98
Butte Creek (HUC12: 190803050602),2031,5,ccsm,0,831.05,3.78,0.0,10.81,0.03,2.28,6.64,8.7,6.02,2.93,0.5
Butte Creek (HUC12: 190803050602),2031,5,ccsm,1,907.49,4.05,0.0,13.22,0.01,2.46,7.36,9.19,6.1,3.21,0.65
Butte Creek (HUC12: 190803050602),2031,5,ccsm,2,1027.78,4.59,0.0,13.81,0.01,3.15,8.63,10.05,6.87,3.62,0.69
Butte Creek (HUC12: 190803050602),2031,5,gfdl,0,831.05,3.78,0.0,10.81,0.03,2.28,6.64,8.7,6.02,2.93,0.5
Butte Creek (HUC12: 190803050602),2031,5,gfdl,1,905.32,4.04,0.0,10.13,0.01,2.74,7.55,8.94,6.08,3.26,0.53
Butte Creek (HUC12: 190803050602),2031,5,gfdl,2,1017.81,4.54,0.0,12.18,0.02,3.81,8.16,9.93,6.49,3.51,0.76
Butte Creek (HUC12: 190803050602),2197,5,ccsm,0,713.95,3.28,0.0,9.88,0.01,1.54,5.78,7.94,5.46,2.37,0.22
Butte Creek (HUC12: 190803050602),2197,5,ccsm,1,786.48,3.51,0.0,12.15,0.0,1.71,6.46,8.42,5.5,2.64,0.36
Butte Creek (HUC12: 190803050602),2197,5,ccsm,2,906.22,4.05,0.0,12.89,0.0,2.31,7.77,9.29,6.29,3.05,0.37
Butte Creek (HUC12: 190803050602),2197,5,gfdl,0,713.95,3.28,0.0,9.88,0.01,1.54,5.78,7.94,5.46,2.37,0.22
Butte Creek (HUC12: 190803050602),2197,5,gfdl,1,789.32,3.52,0.0,9.31,0.0,2.03,6.68,8.16,5.52,2.69,0.26
Butte Creek (HUC12: 190803050602),2197,5,gfdl,2,893.9,3.99,0.0,11.2,0.0,3.02,7.24,9.13,5.93,2.94,0.41
Cache Creek (HUC12: 190803090705),2487,4,ccsm,0,1417.85,6.46,0.39,14.58,2.05,5.92,10.59,11.9,8.27,5.09,2.43
Cache Creek (HUC12: 190803090705),2487,4,ccsm,1,1503.45,6.71,0.34,17.79,2.06,6.02,11.57,12.44,8.26,5.41,2.53
Cache Creek (HUC12: 190803090705),2487,4,ccsm,2,1633.42,7.29,0.32,18.43,2.08,6.82,12.8,13.35,9.13,5.81,2.68
Cache Creek (HUC12: 190803090705),2487,4,gfdl,0,1417.85,6.46,0.39,14.58,2.05,5.92,10.59,11.9,8.27,5.09,2.43
Cache Creek (HUC12: 190803090705),2487,4,gfdl,1,1509.51,6.74,0.32,14.11,2.02,6.53,11.6,12.19,8.4,5.53,2.44
Cache Creek (HUC12: 190803090705),2487,4,gfdl,2,1649.25,7.36,0.32,16.87,2.11,7.7,12.46,13.43,8.84,5.84,2.77
Cache Creek (HUC12: 190803090705),2488,5,ccsm,0,1414.95,6.52,0.45,14.72,2.11,6.0,10.68,12.04,8.32,5.14,2.49
Cache Creek (HUC12: 190803090705),2488,5,ccsm,1,1516.96,6.77,0.4,17.99,2.11,6.09,11.65,12.52,8.31,5.45,2.57
Cache Creek (HUC12: 190803090705),2488,5,ccsm,2,1648.22,7.36,0.38,18.63,2.14,6.89,12.91,13.44,9.17,5.86,2.72
Cache Creek (HUC12: 190803090705),2488,5,gfdl,0,1414.95,6.52,0.45,14.72,2.11,6.0,10.68,12.04,8.32,5.14,2.49
Cache Creek (HUC12: 190803090705),2488,5,gfdl,1,1525.3,6.81,0.38,14.23,2.08,6.61,11.72,12.3,8.45,5.58,2.49
Cache Creek (HUC12: 190803090705),2488,5,gfdl,2,1666.49,7.44,0.38,17.11,2.17,7.8,12.6,13.54,8.88,5.88,2.82
Cache Creek (HUC12: 190803090705),2531,4,ccsm,0,1417.12,6.46,0.39,14.54,2.06,5.92,10.57,11.89,8.28,5.08,2.42
Cache Creek (HUC12: 190803090705),2531,4,ccsm,1,1503.63,6.71,0.35,17.77,2.06,6.04,11.57,12.44,8.27,5.4,2.51
Cache Creek (HUC12: 190803090705),2531,4,ccsm,2,1632.82,7.29,0.33,18.43,2.08,6.84,12.78,13.35,9.14,5.79,2.66
Cache Creek (HUC12: 190803090705),2531,4,gfdl,0,1417.12,6.46,0.39,14.54,2.06,5.92,10.57,11.89,8.28,5.08,2.42
Cache Creek (HUC12: 190803090705),2531,4,gfdl,1,1508.31,6.73,0.33,14.09,2.03,6.53,11.58,12.18,8.41,5.51,2.43
Cache Creek (HUC12: 190803090705),2531,4,gfdl,2,1646.96,7.35,0.33,16.84,2.12,7.7,12.43,13.41,8.84,5.82,2.75
Cache Creek (HUC12: 190803090705),2546,4,ccsm,0,1350.47,6.18,0.11,14.16,1.79,5.62,10.19,11.58,8.09,4.88,2.23
Cache Creek (HUC12: 190803090705),2546,4,ccsm,1,1446.41,6.46,0.07,17.99,1.79,5.76,11.21,12.16,8.05,5.2,2.32
Cache Creek (HUC12: 190803090705),2546,4,ccsm,2,1574.16,7.03,0.05,18.14,1.81,6.56,12.37,13.09,8.92,5.59,2.47
Cache Creek (HUC12: 190803090705),2546,4,gfdl,0,1350.47,6.18,0.11,14.16,1.79,5.62,10.19,11.58,8.09,4.88,2.23
Cache Creek (HUC12: 190803090705),2546,4,gfdl,1,1443.5,6.44,0.05,13.66,1.75,6.21,11.14,11.82,8.18,5.31,2.24
Cache Creek (HUC12: 190803090705),2546,4,gfdl,2,1577.27,7.04,0.05,16.32,1.84,7.34,11.96,13.03,8.58,5.6,2.54
Captain Creek-Chatanika River (HUC12: 190803090604),4344,5,ccsm,0,1082.17,4.91,0.0,12.6,0.51,4.04,8.55,10.22,7.08,3.83,1.26
Captain Creek-Chatanika River (HUC12: 190803090604),4344,5,ccsm,1,1163.84,5.2,0.0,15.59,0.44,4.2,9.41,10.7,7.04,4.16,1.34
Captain Creek-Chatanika River (HUC12: 190803090604),4344,5,ccsm,2,1297.4,5.79,0.0,16.39,0.44,5.0,10.67,11.75,7.88,4.57,1.48
Captain Creek-Chatanika River (HUC12: 190803090604),4344,5,gfdl,0,1082.17,4.91,0.0,12.6,0.51,4.04,8.55,10.22,7.08,3.83,1.26
